artist,song
Luke Combs,My Kinda Folk
NF,STORY
Kid Ink,Hotel
Daft Punk,Touch
Riley Green,If It Wasnât For Trucks
Nio Garcia,AM
Gucci Mane,Shit Crazy
Ariana Grande,worst behavior
NAV,Hold Your Breath
DJ Khaled,BODY IN MOTION
Mac Miller,Inside Outside
Nicki Minaj,I Lied
Niall Horan,Seeing Blind
Moneybagg Yo,Say Na
Lil Baby,Lying
Quavo,KEEP THAT SHIT
Krewella,Alive
Post Malone,Big Lie
PnB Rock,Lovin'
BTS,Euphoria
Halsey,Easier than Lying
Fiona Apple,I Want You To Love Me
Machine Gun Kelly,Glass House
Cash Cash,Finest Hour
Joji,WANTED U
Anderson .Paak,Lockdown
Kristen Bell,Love Is an Open Door
Eminem,Love Game
Future,Off Dat
G-Eazy,Pray For Me
Taylor Swift,So It Goes...
Kanye West,Hold My Liquor
Jon Bellion,Blu
Future,Bankroll
Future,Poppin' Tags
Big Sean,Intro
Wale,The Matrimony
Lil Yachty,GET MONEY BROS.
Halsey,Lilith
Trippie Redd,Kid That Kidd
A Thousand Horses,Smoke
MGMT,Little Dark Age
Future,RED LIGHT
ScHoolboy Q,Black Folk
Meek Mill,I Got the Juice
Taylor Swift,Dancing With Our Hands Tied
Bankrol Hayden,Costa Rica
Charli XCX,Boys
A Tribe Called Quest,The Space Program
Isaiah Rashad,Claymore
BTS,Outro: Tear
G-Eazy,West Coast
Sasha Alex Sloan,when was it over?
Only The Family,Hellcats & Trackhawks
"Tyler, The Creator",November
Mitchell Tenpenny,Drunk Me
Pop Smoke,Beat The Speaker
Carrie Underwood,Heartbeat
Lil Durk,The Voice
London On Da Track,No Flag
Young Thug,Killed Before
2 Chainz,Trap Check
Future,DOH DOH
Thomas Rhett,Life Changes
Bryson Tiller,We Both Know
Joyner Lucas,Stranger Things
King Von,"Crazy Story, Pt. 3"
Carpenters,Silent Night
Bryson Tiller,You Got It
Pop Smoke,Top Shotta
$uicideboy$,Avalon
MEDUZA,Piece Of Your Heart
Kendrick Lamar,Mortal Man
Troye Sivan,Take Yourself Home
G-Eazy,But A Dream
The 1975,TOOTIMETOOTIMETOOTIME
Cochise,Hatchback
Zendaya,Something New
Bon Iver,33 âGODâ
Childish Gambino,Riot
JAY-Z,Crown
Lil Yachty,Hit Bout It
Lil Pump,Illuminati
Nat King Cole Trio,All I Want For Christmas (Is My Two Front Teeth)
Gorillaz,Submission
Don Toliver,You
Paramore,Still Into You
Blake Shelton,Nobody But You (Duet with Gwen Stefani)
Travis Scott,Nightcrawler
The Weeknd,Nothing Compares
Hunter Hayes,Where It All Begins
Camila Cabello,Something's Gotta Give
Johnny Mathis,Sleigh Ride
grandson,Blood // Water
Lil Pump,Crazy
BROCKHAMPTON,THUG LIFE
Wisin,Fiel
Miley Cyrus,Rockin' Around The Christmas Tree
Meek Mill,Classic
BeyoncÃ©,Halo
Meek Mill,Fuck That Check Up
Tory Lanez,10 F*CKS
Young Stoner Life,That Go!
Imagine Dragons,Start Over
Frank Ocean,Provider
Taylor Swift,September
The Strokes,The Adults Are Talking
Bazzi,3:15
Eminem,Chloraseptic
Meek Mill,On the Regular
Childish Gambino,Stand Tall
Bee Gees,More Than A Woman
Lana Del Rey,West Coast
Bad Bunny,100 MILLONES
Big Sean,Even The Odds (& Metro Boomin)
Camila Cabello,Inside Out
N.W.A.,Fuck Tha Police
James Arthur,Naked
Martin Garrix,Love Runs Out
LANY,Thru These Tears
Bazzi,I Like That
Belly,Maintain
"Tyler, The Creator",Glitter
$uicideboy$,Ugliest
KAROL G,LOCATION
blackbear,alone in a room full of people
Baby Keem,hooligan
NF,Chasing_(Demo)
New Community Church,Alive In Us
A$AP Rocky,JD
Future,Fresh Air
blackbear,make daddy proud
Dustin Lynch,I'd Be Jealous Too
Lil Tecca,Our Time
Alan Walker,Darkside
Destiny's Child,"Bills, Bills, Bills"
Miley Cyrus,Younger Now
Lana Del Rey,In My Feelings
21 Savage,Nothin New
Young Stoner Life,Litty
Gucci Mane,Mall
Megan Thee Stallion,Megan's Piano
Chris Stapleton,Either Way
Chris Brown,High End
Sam Smith,One Day At A Time
Jameson Rodgers,Some Girls
Bryson Tiller,In Check
Drake,305 To My City
Future,Feds Did a Sweep
Wiz Khalifa,Burn Slow
Linkin Park,Crawling
Travis Scott,90210
Paramore,Told You So
Logic,Waiting Room
Dierks Bentley,"Woman, Amen"
The Strokes,Brooklyn Bridge To Chorus
Lana Del Rey,Brooklyn Baby
The Weeknd,In Your Eyes
JAY-Z,Part II (On The Run)
Kodak Black,Built My Legacy
Sabrina Carpenter,Alien
Flo Rida,Once In A Lifetime
Tom Petty,Runnin' Down A Dream
2 Chainz,Blue Cheese
Future,Real Love
Bryson Tiller,High Stakes
Tom Petty,I Won't Back Down
Future,Testify
A$AP Mob,Please Shut Up
Lil Uzi Vert,Skir Skirr
Halsey,Drive
Taylor Swift,Wildest Dreams
21 Savage,Dead People
Twenty One Pilots,The Judge
Bruno Mars,Straight Up & Down
John Mayer,Changing
Lana Del Rey,White Mustang
SZA,Supermodel
Cheat Codes,Put Me Back Together
Imagine Dragons,Iâll Make It Up To You
DJ Khaled,Iced Out My Arms
Passion Pit,Take a Walk
Lana Del Rey,Beautiful People Beautiful Problems
SZA,Broken Clocks
FLETCHER,Live Young Die Free
Rich Brian,Glow Like Dat
HAIM,Want You Back
Chris Stapleton,Broken Halos
Maroon 5,Whiskey
Joey Bada$$,ROCKABYE BABY
gnash,I Hate U I Love U
Mark Ronson,Uptown Funk
Lil Pump,Iced Out
21 Savage,Whole Lot
Ty Dolla $ign,Don't Sleep On Me
Fall Out Boy,Church
Gorillaz,Momentz
Tom Petty and the Heartbreakers,Mary Jane's Last Dance
Justin Timberlake,Wave
A Tribe Called Quest,Kids...
Childish Gambino,The Night Me and Your Mama Met
NAV,Call Me
Lil Yachty,X Men
Imagine Dragons,Rise Up
David Guetta,Yesterday
Dj Ozuna,
Future,Hallucinating
Adele,Turning Tables
John Mayer,XO
21 Savage,Money Convo
Coldplay,Miracles (Someone Special)
Kodak Black,Day for Day
Halsey,Alone
Pitbull,Drive You Crazy
Kid Cudi,By Design
Russ,Cherry Hill
Logic,Slave II
Lil Pump,What U Sayin'
Wiz Khalifa,Something New
Gucci Mane,Dance with the Devil
Ariana Grande,Beauty and the Beast
Jon Bellion,Luxury
DJ Khaled,I Love You so Much
Thomas Rhett,Sixteen
A$AP Mob,Walk On Water
21 Savage,7 Min Freestyle
Lil Yachty,Harley
Future,When I Was Broke
2 Chainz,Realize
5 Seconds of Summer,What I Like About You
Paramore,Forgiveness
Wale,My Love
GASHI,Disrespectful
Taylor Swift,Bad Blood
Thirty Seconds To Mars,Walk On Water
The Lumineers,Cleopatra
Linkin Park,Faint
Bryson Tiller,Rain On Me (Intro)
Post Malone,Patient
Linkin Park,Somewhere I Belong
Halsey,Not Afraid Anymore
Meek Mill,Offended
Vince Staples,Yeah Right
Gryffin,Feel Good
Gorillaz,Strobelite
Steve Aoki,All Night
David Guetta,Dirty Sexy Money
Ellie Goulding,Army
Linkin Park,Bleed It Out
Lil Peep,Beamer Boy
Jon Bellion,Woke The F*ck Up
Kim Cesarion,Undressed
Chris Brown,This Christmas
ODESZA,Falls
Pentatonix,White Winter Hymnal
Future,Mink Flow
Bryson Tiller,Set It Off
Cobra Starship,Never Been In Love
ZAYN,dRuNk
Ariana Grande,Moonlight
Bon Iver,666 Ê
BTS,Best Of Me
Michael Ray,Kiss You In The Morning
Future,Massage In My Room
Meek Mill,Wins & Losses
PARTYNEXTDOOR,Don't Know How
Kehlani,Distraction
Gucci Mane,Waybach
Wizkid,Come Closer
Bon Iver,715
Paramore,Rose-Colored Boy
Gucci Mane,Work In Progress (Intro)
Little Big Town,Better Man
Soundgarden,Black Hole Sun
Lorde,Liability (Reprise)
Kelly Clarkson,Love So Soft
Lil Yachty,Better
Young Thug,Gang Up
Gucci Mane,Both Eyes Closed
Sam Hunt,Drinkin' Too Much
Kodak Black,Coolin and Booted
Bryson Tiller,Teach Me a Lesson
A Tribe Called Quest,Conrad Tokyo
One Direction,No Control
Gucci Mane,Make Love
Justin Timberlake,Pusher Love Girl
Shawn Mendes,Patience
SZA,Drew Barrymore
Big Sean,"Win Some, Lose Some"
Jason Aldean,Any Ol' Barstool
Rick Ross,Dead Presidents
Carrie Underwood,Smoke Break
Linkin Park,Good Goodbye
Coleman Hell,2 Heads
Kesha,Let 'Em Talk
Meek Mill,The Trillest
Linkin Park,Papercut
Future,Flip
Meek Mill,Issues
Robin Thicke,Back Together
Khalid,Shot Down
Nicki Minaj,Changed It
Brantley Gilbert,The Weekend
iSHi,Push It
Calvin Harris,Under Control
Tyga,Feel Me
A Tribe Called Quest,Solid Wall of Sound
AminÃ©,Spice Girl
Migos,Dab of Ranch
Kygo,ID
Mumford & Sons,Just Smoke
David Guetta,Light My Body Up
21 Savage,Special
Kanye West,On Sight
Theophilus London,Can't Stop
Chad Focus,Get to the Money
A$AP Rocky,Wavybone
One Direction,Ready to Run
Calvin Harris,Holiday
Future,I Serve the Base
Halsey,Sorry
Calvin Harris,Skrt On Me
Logic,Slave
YFN Lucci,Everyday We Lit (Remix)
ILOVEMAKONNEN,Tuesday
Enrique Iglesias,SUBEME LA RADIO
Kid Cudi,Swim In The Light
Kendrick Lamar,Backseat Freestyle
Kanye West,Siiiiiiiiilver Surffffeeeeer Intermission
Bon Iver,29 #Strafford APTS
Dua Lipa,Be The One
Mumford & Sons,Monster
Kesha,Rainbow
Fifth Harmony,Angel
The Lumineers,Angela
Meek Mill,Ambitionz
A Tribe Called Quest,Dis Generation
One Direction,Girl Almighty
David Bowie,Heroes
Twenty One Pilots,Lane Boy
A$AP Ferg,Work REMIX
Big Sean,Deep
blink-182,She's Out Of Her Mind
Ugly God,Stop Smoking Black & Milds
ZAYN,fOoL fOr YoU
Fetty Wap,Like A Star
A$AP Rocky,Max B
One Direction,Fool's Gold
Shawn Mendes,No Promises
Eminem,Rhyme Or Reason
Post Malone,Leave
Brett Eldredge,Somethin' I'm Good At
Zedd,True Colors
Lady Gaga,Diamond Heart
The Weeknd,Where You Belong
Roy Woods,Instinct
David Bowie,Space Oddity
Gucci Mane,1st Day Out Tha Feds
Bruno Mars,Perm
Jaymes Reunion,Rockin' Around The Christmas Tree
Foster The People,Pumped Up Kicks
ZAYN,TiO
J. Cole,Note to Self
Meek Mill,Been That
Jennifer Lopez,Booty
Bon Iver,22 (OVER SââN)
Maroon 5,Sugar
Lady Gaga,Joanne
MKTO,Bad Girls
Meek Mill,The Difference
Bon Iver,8 (circle)
Eminem,Legacy
Ariana Grande,Leave Me Lonely
The Lumineers,Stubborn Love
Alicia Keys,In Common
Mumford & Sons,Hot Gates
The xx,Say Something Loving
Kehlani,Escape
Lady Gaga,John Wayne
SNBRN,Raindrops
The Script,Hall of Fame
Eminem,Headlights
David Bowie,Let's Dance
Ariana Grande,Bad Decisions
PnB Rock,Misunderstood
Shawn Mendes,Ruin
Logic,I Am The Greatest
Kanye West,I'm In It
Sia,Satisfied
Nicki Minaj,All Things Go
Ariana Grande,Winter Things
A$AP Rocky,Pharsyde
Fifth Harmony,The Life
Ariana Grande,Touch It
Usher,Crash
Shaun Reynolds,Stay
Kings of Leon,Find Me
Daft Punk,Within
Blake Shelton,Boys 'Round Here
John Mayer,You're Gonna Live Forever in Me
Yo Gotti,They Like
Daft Punk,Beyond
Shawn Mendes,Don't Be A Fool
Lady Gaga,Dancin' In Circles
David Bowie,Life On Mars?
Radiohead,Burn the Witch
ZAYN,rEaR vIeW
Katy Perry,Firework
Bruno Mars,Calling All My Lovelies
Frank Ocean,Self Control
Marshmello,Ritual
blink-182,Cynical
David Bowie,Lazarus
Bruno Mars,Finesse
Nicki Minaj,The Crying Game
Mumford & Sons,There Will Be Time
The Beatles,Let It Be
Young Thug,Harambe
Fall Out Boy,Jet Pack Blues
Twenty One Pilots,Doubt
James Blake,I Need A Forest Fire
Wiz Khalifa,Elevated
A Tribe Called Quest,Melatonin
Eminem,So Far...
Bon Iver,10 d E A T h b R E a s T â â
Young Thug,Guwop
One Direction,Clouds
Lana Del Rey,Music To Watch Boys To
JoJo,Fuck Apologies
Nick Jonas,Touch
G-Eazy,Everything Will Be OK
The Lumineers,Sleep On The Floor
Future,Blow a Bag
G-Eazy,Don't Let Me Go
Fifth Harmony,Write On Me
Ariana Grande,Thinking Bout You
Logic,Deeper Than Money
Ariana Grande,Sometimes
Maggie Rogers,Alaska
Wiz Khalifa,Cowboy
Tove Lo,Influence
Nicki Minaj,Buy A Heart
Nicki Minaj,Favorite
Lil Yachty,Minnesota
One Direction,Spaces
G-Eazy,What If
TWENTY88,DÃ©jÃ  vu
One Direction,Act My Age
Sam Smith,Leave Your Lover
DNCE,Body Moves
Imagine Dragons,Gold
Kalin and Myles,Trampoline
Gucci Mane,No Sleep
Fall Out Boy,"Sugar, We're Goin Down"
ZAYN,BoRdErSz
YG,I Be On
Dillon Francis,Anywhere
DJ Snake,The Half
JAY-Z,Heaven
One Direction,Change Your Ticket
Kygo,Carry Me
Tove Lo,True Disaster
Ariana Grande,December
Bastille,Good Grief
Lady Gaga,Hey Girl
Bruno Mars,Just the Way You Are
A Tribe Called Quest,Enough!!
The 1975,UGH!
PARTYNEXTDOOR,Only U
Tyga,Gucci Snakes
David Bowie,Blackstar
21 Savage,Red Opps
Future,Real Sisters
Mumford & Sons,Broad-Shouldered Beasts
AronChupa,I'm an Albatraoz
JAY-Z,Beach Is Better
Logic,illuminatro
Panic! At The Disco,Impossible Year
Fall Out Boy,American Beauty/American Psycho
Ariana Grande,Knew Better / Forever Boy
Selena Gomez,Revival
Niykee Heaton,Bad Intentions
The Weeknd,Starboy
Justin Bieber,Backpack
G-Eazy,Sad Boy
MÃ,Drum
Usher,Rivals
G-Eazy,Think About You
Logic,Stainless
Chedda Da Connect,Flicka Da Wrist
TiÃ«sto,Summer Nights
French Montana,Figure it Out
Daft Punk,Contact
Snakehips,Cruel
Ariana Grande,I Don't Care
Coldplay,The Scientist
JAY-Z,BBC
Twenty One Pilots,Polarize
Lady Gaga,Sinner's Prayer
Mac Miller,We
The Low Down,Just for the Night
Daft Punk,Motherboard
Logic,City Of Stars
Alesso,I Wanna Know
blink-182,No Future
Troye Sivan,WILD
Gucci Mane,All My Children
The Lumineers,Gun Song
Meek Mill,Blessed Up
Daft Punk,Fragments of Time
A$AP Rocky,Better Things
Miike Snow,Genghis Khan
ScHoolboy Q,By Any Means
blink-182,Home Is Such A Lonely Place
New Politics,Everywhere I Go (Kings and Queens)
David Bowie,Ziggy Stardust
The Beatles,Here Comes The Sun
Logic,Upgrade
The Beatles,Yesterday
The Beatles,Hey Jude
Miranda Lambert,Vice
ZAYN,MiNd Of MiNdd (Intro)
Meek Mill,Tony Story 3
Drake,Headlines
Florence + The Machine,What Kind Of Man
Beck,Blue Moon
AFROJACK,Gone
Young Thug,Gangster Shit
David Bowie,Changes
Wiz Khalifa,Lit
Jon Bellion,Guillotine
A$AP Ferg,Strive
Ludacris,Good Lovin
2 Chainz,Bounce
Mumford & Sons,Only Love
Coldplay,Fix You
ZAYN,INTERMISSION: fLoWer
Future,Stick Talk
The 1975,Love Me
Red Hot Chili Peppers,The Getaway
Ariana Grande,My Everything
Priory,Weekend
The Weeknd,The Hills
Jennifer Lopez,Ain't Your Mama
A$AP Rocky,West Side Highway
ZAYN,lUcOzAdE
Lana Del Rey,Freak
Lana Del Rey,Ultraviolence
Mumford & Sons,Cold Arms
Logic,Never Been
The Lumineers,In The Light
Mumford & Sons,Ditmas
A$AP Rocky,Back Home
ZAYN,tRuTh
Travis Scott,Pray 4 Love
Logic,Run It
Cole Swindell,You Should Be Here
Beck,Morning
Fences,Arrows
Gwen Stefani,Make Me Like You
5 Seconds of Summer,Fly Away
ZAYN,SHE DON'T LOVE ME
One Direction,Home
Seth MacFarlane,"Baby, It's Cold Outside"
Logic,Innermission
Wiz Khalifa,Celebrate
Future,Rotation
Coldplay,Paradise
Logic,Contact
Nico Segal,Sunday Candy
Ace Hood,Bugatti
Rihanna,Never Ending
Young Thug,F Cancer (Boosie)
Future,Maybach
Future,Groupies
The Game,On Me
Mary Lambert,Secrets
Eminem,Phenomenal
Rihanna,Close To You
Ellie Goulding,Lost And Found
The Beatles,All You Need Is Love
Wiz Khalifa,Call Waiting
Ariana Grande,Wit It This Christmas
Ariana Grande,True Love
Kevin Gates,Jam
Phoebe Ryan,Ignition / Do You... (Mashup)
LÃON,Tired of Talking
The Beatles,Love Me Do
Future,Freak Hoe
The Beatles,Help!
Kevin Gates,Hard For
Bankroll Fresh,Walked In
Future,Lil One
Yo Gotti,Down In the DM
Beck,Dreams
Maroon 5,Daylight
Big Sean,Dark Sky (Skyscrapers)
Alabama Shakes,Don't Wanna Fight
Meek Mill,All Eyes On You
Disclosure,Nocturnal
YG,Who Do You Love?
Logic,Paradise
Halsey,Castle
G-Eazy,Intro
Ryan Adams,Bad Blood
Snoop Dogg,"Young, Wild & Free"
Mac Miller,Clubhouse
Blake Shelton,Sure Be Cool If You Did
Ty Dolla $ign,Or Nah
Hozier,Like Real People Do
Chris Stapleton,Traveller
The Beatles,Eleanor Rigby
Rachel Platten,Stand By You
Panic! At The Disco,I Write Sins Not Tragedies
Edward Sharpe & The Magnetic Zeros,Home
Travis Scott,Oh My Dis Side
The Beatles,Something
Future,Rich $ex
Selena Gomez,Camouflage
Twenty One Pilots,Message Man
Twenty One Pilots,We Don't Believe What's on TV
Missy Elliott,Get Ur Freak On
The-Dream,That's My Shit
Halsey,Control
Imagine Dragons,Polaroid
5 Seconds of Summer,Waste The Night
Lana Del Rey,Honeymoon
The Neighbourhood,R.I.P. 2 My Youth
Fetty Wap,D.A.M.
Selena Gomez,Survivors
The Beatles,Yellow Submarine
Halsey,Roman Holiday
5 Seconds of Summer,Broken Home
Future,Slave Master
The Neighbourhood,Cry Baby
The Beatles,Blackbird
Of Monsters and Men,Crystals
Fetty Wap,Let It Bang
Moxie Raia,Buffalo Bill
Demi Lovato,Stone Cold
Fetty Wap,How We Do Things
Pentatonix,Can't Sleep Love
The Beatles,I Want To Hold Your Hand
Lana Del Rey,Art Deco
Tyler Farr,A Guy Walks Into a Bar
Ellie Goulding,Codes
Mac Miller,Brand Name
Sia,Bird Set Free
Sage The Gemini,Good Thing
Avicii,Talk To Myself
SoMo,Bad Chick
Big Sean,Stay Down
Hozier,Cherry Wine
A$AP Rocky,Dreams (Interlude)
Future,The Percocet & Stripper Joint
Common,Glory (From the Motion Picture Selma)
Austin Mahone,Dirty Work
Halsey,Young God
Halsey,Hurricane
Bring Me The Horizon,Follow You
Beck,Heart Is A Drum
Kacey Musgraves,Biscuits
Meek Mill,Cold Hearted
Sam Feldt,Show Me Love
Kanye West,Guilt Trip
Charlie Spivak & His Orchestra,White Christmas
Eminem,So Much Better
Sam Smith,Not In That Way
Nicki Minaj,Want Some More
D'Angelo,Ain't That Easy
Kevin Gates,I Don't Get Tired (#IDGT)
Matthew Koma,So F**kin' Romantic
Kanye West,Send It Up
D'Angelo,Sugah Daddy
Young Thug,Check
AWOLNATION,I'm On Fire
Eminem,Asshole
The 1975,Chocolate
Bruno Mars,Young Girls
Imagine Dragons,Iâm So Sorry
Missy Elliott,Work It
One Direction,Once in a Lifetime
CHVRCHES,Leave A Trace
D'Angelo,Really Love
Ed Sheeran,Give Me Love
One Direction,Illusion
Big Sean,Outro
Michael BublÃ©,Blue Christmas
Kelly Clarkson,Run Run Run
Nicki Minaj,Four Door Aventador
The Wombats,Greek Tragedy
Arcade Fire,Reflektor
Marlon Roudette,When The Beat Drops Out
Imagine Dragons,Smoke And Mirrors
Foster The People,Coming of Age
Beck,Cycle
Pharrell Williams,Marilyn Monroe
Miley Cyrus,SMS (Bangerz)
Eminem,Brainless
Axwell /\ Ingrosso,Sun Is Shining
Martin Garrix,Forbidden Voices
D'Angelo,The Charade
Eminem,Stronger Than I Was
JAY-Z,Versus
Katy Perry,Teenage Dream
Nicki Minaj,Trini Dem Girls
JAY-Z,JAY Z Blue
T.I.,New National Anthem
D'Angelo,1000 Deaths
Fall Out Boy,Novocaine
Sia,Salted Wound
Eminem,Evil Twin
Diana Krall,Have Yourself a Merry Little Christmas
Nat King Cole,The Happiest Christmas Tree
Hozier,Angel of Small Death and the Codeine Scene
DJ Khaled,Hold You Down
Future,Colossal
Meek Mill,Stand Up
Gene Autry,Frosty The Snowman
Who Is Fancy,Goodbye
Marilyn Manson,This Is Halloween
Alesso,Cool
Marian Hill,Got It
The Game,Ryda
JAY-Z,La Familia
Jason French,You Just Want My Money
Jessie J,Sweet Talker
Pink Floyd,Wish You Were Here
Palisades,Happy
Childish Gambino,I. crawl
Action Bronson,Baby Blue
Hilary Duff,All About You
B.o.B,Not For Long
Carrie Underwood,Little Toy Guns
Twenty One Pilots,Goner
Twenty One Pilots,Not Today
Twenty One Pilots,Hometown
Brantley Gilbert,Bottoms Up
Lady A,Downtown
Calvin Harris,Open Wide
Foo Fighters,Something from Nothing
Jamie xx,I Know There's Gonna Be (Good Times)
Maddie & Tae,Girl In A Country Song
SHIN JIMIN,Puss (Prod. by Rhymer)
The Chainsmokers,Kanye
Outkast,Hey Ya!
Olly Murs,Troublemaker
Jasmine V,Thatâs Me Right There
Phoenix,Entertainment
Rihanna,What Now
One Direction,You & I
2 Chainz,We Own It (Fast & Furious)
Sara Bareilles,Brave
Fall Out Boy,The Phoenix
David Guetta,Lovers on the Sun
Lorde,Million Dollar Bills
One Direction,Midnight Memories
One Direction,Happily
One Direction,Diana
Ace Hood,Bugatti
Marvin Gaye,Sexual Healing
Krewella,Somewhere to Run
Florida Georgia Line,Cruise
Future,Blood On the Money
Modest Mouse,Lampshades on Fire
LunchMoney Lewis,Bills
Galantis,In My Head
Audien,Something Better
Snoop Dogg,California Roll
Iggy Azalea,Heavy Crown
Justin Timberlake,SexyBack
Kacey Musgraves,Dime Store Cowgirl
Empire Cast,Conqueror
LISTENBEE,Save Me
Steve Aoki,I Love It When You Cry (Moxoki)
Lil Durk,Like Me
Of Monsters and Men,Wolves Without Teeth
Mariah Carey,Infinity
Miguel,face the sun
Florence + The Machine,Ship To Wreck
RAC,Back of the Car
Foals,What Went Down
Sevyn Streeter,How Bad Do You Want It (Oh Yeah)
Zac Brown Band,Heavy Is the Head
The White Stripes,Seven Nation Army
BeyoncÃ©,Crazy In Love
Jack Johnson,Banana Pancakes
Train,"Hey, Soul Sister"
Natalie La Rose,Around The World
Florence + The Machine,Delilah
Cashmere Cat,Adore
Hilary Duff,My Kind
Eminem,Kings Never Die
Handsome Ghost,Steps
Disclosure,Bang That
Sublime,What I Got
Iggy Azalea,Trouble
David Guetta,Titanium
Usher,Yeah!
The Barden Bellas,World Championship Finale 2
Lana Del Rey,Video Games
Ginuwine,Pony
Future,Kno The Meaning
Carly Rae Jepsen,Call Me Maybe
Wiz Khalifa,Go Hard or Go Home
Fifth Harmony,Like Mariah
French Montana,Off The Rip
Eric Clapton,Riding With The King
Don McLean,American Pie
B.B. King,The Thrill Is Gone
Diddy,Finna Get Loose
Miguel,leaves
Fort Minor,Welcome
The Chainsmokers,Waterbed
TiÃ«sto,Secrets
Kevin Gates,Kno One
Aerosmith,Sweet Emotion
Dropkick Murphys,I'm Shipping Up To Boston
B.B. King,Better Not Look Down
Red Hot Chili Peppers,Under the Bridge
Jason Derulo,Broke
Cheat Codes,Don't Say No
Muse,Defector
Blackstreet,No Diggity
Florence + The Machine,"How Big, How Blue, How Beautiful"
John Mellencamp,Small Town
Weezer,Island In The Sun
The Fray,How to Save a Life
Leona Lewis,Fire Under My Feet
Passion Pit,Lifted Up (1985)
X Ambassadors,Gorgeous
Carly Rae Jepsen,Emotion
Majid Jordan,My Love
Snoop Dogg,R U A Freak
MARINA,Savages
Florence + The Machine,Third Eye
Alesso,Scars
The Killers,Somebody Told Me
Zedd,Transmission
Of Monsters and Men,Empire
POWERS,Loved by You
Of Monsters and Men,Hunger
Nirvana,Lithium
TLC,No Scrubs
Easton Corbin,Baby Be My Love Song
Muse,Mercy
Atlas Genius,Molecules
Bon Iver,Skinny Love
Steve Angello,Children Of The Wild
Incubus,Wish You Were Here
Years & Years,Ties
Nelly,Ride Wit Me
50 Cent,Get Low
New Politics,Girl Crush
Smallpools,Killer Whales
Owl City,Verge
Elijah Blake,I Just Wanna...
Tech N9ne,Speedom (Wwc2)
AFROJACK,SummerThing!
Muse,Psycho
Grace Potter,Look What We've Become
Britney Spears,...Baby One More Time
B.B. King,Hummingbird
Jack Johnson,Better Together
Birdy,Skinny Love
Elton John,Rocket Man (I Think It's Going To Be A Long Long Time)
Avicii,Feeling Good
Miguel,Simple Things
Ryn Weaver,The Fool
Jack Garratt,Weathered
Buffalo Springfield,For What It's Worth
Of Monsters and Men,I Of The Storm
Foo Fighters,Best of You
Best Coast,Feeling Ok
Earl Sweatshirt,Huey
Grimes,Entropy
Ryn Weaver,OctaHate
Third Eye Blind,Semi-Charmed Life
Alabama Shakes,Gimme All Your Love
My Morning Jacket,Compound Fracture
Kid Rock,All Summer Long
Incubus,Drive
Jarryd James,Give Me Something
B.B. King,Ain't Nobody Home
Zedd,Addicted To A Memory
Leon Bridges,Smooth Sailin'
Rebel Wilson,We Belong
Miguel,Hollywood Dreams
Tim McGraw,Diamond Rings And Old Barstools
